"SUBCOMPONENTID","COMPONENTID"
"SCP8682","CP8986"
"SCP8683","CP70"
"SCP8684","CP7735"
"SCP8684","CP4014"
"SCP8684","CP2623"
"SCP8687","CP70"
"SCP8688","CP18"
"SCP8693","CP54"
"SCP8695","CP16"
"SCP8697","CP67"
"SCP8698","CP24"
"SCP8700","CP46"
"SCP8701","CP69"
"SCP8706","CP8983"
"SCP8706","CP5969"
"SCP8706","CP3307"
"SCP8707","CP1547"
"SCP8707","CP7738"
"SCP8707","CP7015"
"SCP8709","CP62"
"SCP8713","CP7516"
"SCP8713","CP7121"
"SCP8713","CP8603"
"SCP8717","CP6094"
"SCP8717","CP1976"
"SCP8717","CP8279"
"SCP8719","CP4321"
"SCP8719","CP1706"
"SCP8719","CP4118"
"SCP8721","CP5670"
"SCP8721","CP3598"
"SCP8721","CP9191"
"SCP8722","CP7532"
"SCP8722","CP508"
"SCP8722","CP8082"
"SCP8729","CP3632"
"SCP8729","CP7205"
"SCP8729","CP8108"
"SCP8730","CP38"
"SCP8737","CP35"
"SCP8739","CP6897"
"SCP8739","CP872"
"SCP8739","CP9059"
"SCP8745","CP6292"
"SCP8745","CP5047"
"SCP8745","CP5346"
"SCP8747","CP38"
"SCP8752","CP6555"
"SCP8752","CP7234"
"SCP8752","CP4474"
"SCP8759","CP8244"
"SCP8759","CP2085"
"SCP8759","CP23"
"SCP8760","CP4385"
"SCP8760","CP646"
"SCP8760","CP7104"
"SCP8763","CP5108"
"SCP8763","CP283"
"SCP8763","CP8025"
"SCP8766","CP19"
"SCP8769","CP5282"
"SCP8769","CP7311"
"SCP8769","CP4318"
"SCP8770","CP18"
"SCP8776","CP5342"
"SCP8776","CP7929"
"SCP8776","CP8369"
"SCP8777","CP6699"
"SCP8777","CP8853"
"SCP8777","CP3612"
"SCP8780","CP6819"
"SCP8780","CP8046"
"SCP8780","CP2313"
"SCP8781","CP5"
"SCP8783","CP31"
"SCP8786","CP24"
"SCP8794","CP70"
"SCP8796","CP24"
"SCP8797","CP6735"
"SCP8797","CP8804"
"SCP8797","CP698"
"SCP8798","CP20"
"SCP8801","CP7155"
"SCP8801","CP5184"
"SCP8801","CP1604"
"SCP8804","CP3027"
"SCP8804","CP7625"
"SCP8804","CP529"
"SCP8806","CP21"
"SCP8807","CP8631"
"SCP8807","CP8592"
"SCP8807","CP9440"
"SCP8810","CP8217"
"SCP8810","CP6342"
"SCP8810","CP534"
"SCP8811","CP51"
"SCP8812","CP1096"
"SCP8812","CP6650"
"SCP8812","CP4187"
"SCP8815","CP56"
"SCP8816","CP1751"
"SCP8816","CP8729"
"SCP8816","CP1470"
"SCP8817","CP4717"
"SCP8817","CP1740"
"SCP8817","CP6020"
"SCP8819","CP2786"
"SCP8819","CP4387"
"SCP8819","CP8517"
"SCP8821","CP5607"
"SCP8821","CP5508"
"SCP8821","CP2759"
"SCP8824","CP1901"
"SCP8824","CP5418"
"SCP8824","CP9937"
"SCP8832","CP59"
"SCP8833","CP2317"
"SCP8833","CP5162"
"SCP8833","CP4697"
"SCP8834","CP27"
"SCP8838","CP56"
"SCP8839","CP14"
"SCP8840","CP46"
"SCP8841","CP3830"
"SCP8841","CP1301"
"SCP8841","CP1138"
"SCP8845","CP2172"
"SCP8845","CP8425"
"SCP8845","CP6923"
"SCP8848","CP37"
"SCP8851","CP8585"
"SCP8851","CP9041"
"SCP8851","CP6882"
"SCP8856","CP692"
"SCP8856","CP4277"
"SCP8856","CP3821"
"SCP8858","CP2534"
"SCP8858","CP7076"
"SCP8858","CP2207"
"SCP8859","CP9714"
"SCP8859","CP3568"
"SCP8859","CP4720"
"SCP8861","CP13"
"SCP8864","CP56"
"SCP8866","CP2"
"SCP8870","CP26"
"SCP8873","CP13"
"SCP8874","CP3658"
"SCP8874","CP314"
"SCP8874","CP6056"
"SCP8875","CP1324"
"SCP8875","CP1626"
"SCP8875","CP2169"
"SCP8876","CP4799"
"SCP8876","CP9786"
"SCP8876","CP70"
"SCP8877","CP6086"
"SCP8877","CP6367"
"SCP8877","CP3833"
"SCP8879","CP3005"
"SCP8879","CP2475"
"SCP8879","CP2945"
"SCP8880","CP51"
"SCP8883","CP54"
"SCP8885","CP8147"
"SCP8885","CP4225"
"SCP8885","CP103"
"SCP8889","CP30"
"SCP8890","CP57"
"SCP8892","CP27"
"SCP8896","CP6881"
"SCP8896","CP9503"
"SCP8896","CP4735"
"SCP8897","CP1960"
"SCP8897","CP8822"
"SCP8897","CP7525"
"SCP8899","CP2156"
"SCP8899","CP6716"
"SCP8899","CP799"
"SCP8903","CP38"
"SCP8905","CP44"
"SCP8907","CP53"
"SCP8910","CP17"
"SCP8920","CP3002"
"SCP8920","CP5643"
"SCP8920","CP1520"
"SCP8921","CP7455"
"SCP8921","CP1521"
"SCP8921","CP9752"
"SCP8922","CP52"
"SCP8924","CP49"
"SCP8926","CP34"
"SCP8926","CP4614"
"SCP8926","CP2961"
"SCP8928","CP8189"
"SCP8928","CP2944"
"SCP8928","CP446"
"SCP8929","CP46"
"SCP8930","CP69"
"SCP8936","CP9262"
"SCP8936","CP4412"
"SCP8936","CP4646"
"SCP8939","CP7414"
"SCP8939","CP8950"
"SCP8939","CP9309"
"SCP8943","CP9673"
"SCP8943","CP1058"
"SCP8943","CP4941"
"SCP8945","CP1"
"SCP8947","CP29"
"SCP8949","CP9679"
"SCP8949","CP7115"
"SCP8949","CP6507"
"SCP8950","CP38"
"SCP8952","CP2127"
"SCP8952","CP9117"
"SCP8952","CP1588"
"SCP8953","CP62"
"SCP8955","CP2853"
"SCP8955","CP531"
"SCP8955","CP4820"
"SCP8958","CP59"
"SCP8961","CP4020"
"SCP8961","CP1262"
"SCP8961","CP7965"
"SCP8963","CP20"
"SCP8967","CP31"
"SCP8968","CP8641"
"SCP8968","CP6049"
"SCP8968","CP4020"
"SCP8970","CP2614"
"SCP8970","CP8138"
"SCP8970","CP3761"
"SCP8972","CP25"
"SCP8973","CP2578"
"SCP8973","CP3138"
"SCP8973","CP4470"
"SCP8974","CP5753"
"SCP8974","CP5007"
"SCP8974","CP9591"
"SCP8978","CP67"
"SCP8987","CP184"
"SCP8987","CP2203"
"SCP8987","CP4288"
"SCP8988","CP9918"
"SCP8988","CP2809"
"SCP8988","CP4515"
"SCP8992","CP3050"
"SCP8992","CP2468"
"SCP8992","CP5184"
"SCP8993","CP1961"
"SCP8993","CP1074"
"SCP8993","CP6099"
"SCP8994","CP23"
"SCP8997","CP33"
"SCP9004","CP29"
"SCP9005","CP5824"
"SCP9005","CP9122"
"SCP9005","CP4605"
"SCP9010","CP5850"
"SCP9010","CP2004"
"SCP9010","CP8808"
"SCP9011","CP2257"
"SCP9011","CP7393"
"SCP9011","CP8712"
"SCP9016","CP2982"
"SCP9016","CP3347"
"SCP9016","CP3844"
"SCP9017","CP4001"
"SCP9017","CP4444"
"SCP9017","CP9009"
"SCP9018","CP3"
"SCP9020","CP5"
"SCP9021","CP12"
"SCP9022","CP2933"
"SCP9022","CP9936"
"SCP9022","CP6246"
"SCP9029","CP63"
"SCP9031","CP2975"
"SCP9031","CP8569"
"SCP9031","CP3874"
"SCP9033","CP3427"
"SCP9033","CP3556"
"SCP9033","CP6492"
"SCP9034","CP6639"
"SCP9034","CP4290"
"SCP9034","CP497"
"SCP9035","CP8983"
"SCP9035","CP4209"
"SCP9035","CP588"
"SCP9036","CP2701"
"SCP9036","CP7003"
"SCP9036","CP4006"
"SCP9037","CP35"
"SCP9042","CP965"
"SCP9042","CP8966"
"SCP9042","CP3592"
"SCP9045","CP65"
"SCP9047","CP5814"
"SCP9047","CP9412"
"SCP9047","CP3853"
"SCP9050","CP9373"
"SCP9050","CP3842"
"SCP9050","CP130"
"SCP9054","CP11"
"SCP9057","CP7937"
"SCP9057","CP6458"
"SCP9057","CP8828"
"SCP9059","CP2158"
"SCP9059","CP207"
"SCP9059","CP6192"
"SCP9060","CP6912"
"SCP9060","CP626"
"SCP9060","CP6214"
"SCP9067","CP59"
"SCP9068","CP22"
"SCP9069","CP23"
"SCP9070","CP48"
"SCP9078","CP670"
"SCP9078","CP1859"
"SCP9078","CP67"
"SCP9081","CP39"
"SCP9089","CP9752"
"SCP9089","CP6637"
"SCP9089","CP1547"
"SCP9095","CP3328"
"SCP9095","CP2644"
"SCP9095","CP9205"
"SCP9098","CP56"
"SCP9102","CP5"
"SCP9104","CP963"
"SCP9104","CP5068"
"SCP9104","CP1599"
"SCP9105","CP5897"
"SCP9105","CP9511"
"SCP9105","CP3943"
"SCP9109","CP9596"
"SCP9109","CP5856"
"SCP9109","CP4210"
"SCP9119","CP5028"
"SCP9119","CP6541"
"SCP9119","CP181"
"SCP9120","CP7962"
"SCP9120","CP8358"
"SCP9120","CP2664"
"SCP9121","CP6136"
"SCP9121","CP3215"
"SCP9121","CP8245"
"SCP9122","CP2582"
"SCP9122","CP6276"
"SCP9122","CP8615"
"SCP9123","CP16"
"SCP9126","CP6169"
"SCP9126","CP8563"
"SCP9126","CP5772"
"SCP9127","CP64"
"SCP9128","CP4833"
"SCP9128","CP737"
"SCP9128","CP7028"
"SCP9129","CP41"
"SCP9130","CP51"
"SCP9137","CP1636"
"SCP9137","CP6913"
"SCP9137","CP838"
"SCP9140","CP3956"
"SCP9140","CP8492"
"SCP9140","CP1751"
"SCP9141","CP20"
"SCP9142","CP4817"
"SCP9142","CP1564"
"SCP9142","CP8878"
"SCP9143","CP5010"
"SCP9143","CP4421"
"SCP9143","CP4783"
"SCP9147","CP46"
"SCP9150","CP4497"
"SCP9150","CP9716"
"SCP9150","CP7422"
"SCP9151","CP24"
"SCP9155","CP16"
"SCP9157","CP7358"
"SCP9157","CP6554"
"SCP9157","CP1106"
"SCP9158","CP63"
"SCP9159","CP5999"
"SCP9159","CP5360"
"SCP9159","CP2111"
"SCP9161","CP66"
"SCP9162","CP23"
"SCP9165","CP1305"
"SCP9165","CP1114"
"SCP9165","CP8336"
"SCP9169","CP20"
"SCP9171","CP216"
"SCP9171","CP2564"
"SCP9171","CP7020"
"SCP9172","CP1193"
"SCP9172","CP7314"
"SCP9172","CP9635"
"SCP9173","CP22"
"SCP9174","CP9968"
"SCP9174","CP9033"
"SCP9174","CP2503"
"SCP9178","CP9529"
"SCP9178","CP9247"
"SCP9178","CP7006"
"SCP9188","CP1577"
"SCP9188","CP1452"
"SCP9188","CP3311"
"SCP9189","CP6506"
"SCP9189","CP7966"
"SCP9189","CP376"
"SCP9193","CP9550"
"SCP9193","CP6207"
"SCP9193","CP3636"
"SCP9196","CP64"
"SCP9197","CP2234"
"SCP9197","CP7767"
"SCP9197","CP8643"
"SCP9199","CP14"
"SCP9201","CP19"
"SCP9206","CP58"
"SCP9208","CP2448"
"SCP9208","CP6187"
"SCP9208","CP9736"
"SCP9212","CP3801"
"SCP9212","CP7267"
"SCP9212","CP2295"
"SCP9213","CP7960"
"SCP9213","CP852"
"SCP9213","CP2427"
"SCP9216","CP8"
"SCP9222","CP55"
"SCP9223","CP54"
"SCP9224","CP17"
"SCP9228","CP58"
"SCP9229","CP33"
"SCP9230","CP5445"
"SCP9230","CP7420"
"SCP9230","CP4709"
"SCP9231","CP7508"
"SCP9231","CP7551"
"SCP9231","CP3950"
"SCP9232","CP2580"
"SCP9232","CP8097"
"SCP9232","CP5324"
"SCP9234","CP2658"
"SCP9234","CP7573"
"SCP9234","CP4577"
"SCP9237","CP4044"
"SCP9237","CP652"
"SCP9237","CP8855"
"SCP9238","CP8273"
"SCP9238","CP7072"
"SCP9238","CP6076"
"SCP9239","CP69"
"SCP9240","CP3503"
"SCP9240","CP9233"
"SCP9240","CP6976"
"SCP9250","CP25"
"SCP9253","CP79"
"SCP9253","CP1771"
"SCP9253","CP1355"
"SCP9255","CP121"
"SCP9255","CP9718"
"SCP9255","CP5920"
"SCP9256","CP6208"
"SCP9256","CP6600"
"SCP9256","CP3983"
"SCP9260","CP4049"
"SCP9260","CP5205"
"SCP9260","CP4933"
"SCP9264","CP8219"
"SCP9264","CP7112"
"SCP9264","CP6539"
"SCP9267","CP52"
"SCP9268","CP3370"
"SCP9268","CP68"
"SCP9268","CP7959"
"SCP9269","CP5181"
"SCP9269","CP3725"
"SCP9269","CP6485"
"SCP9271","CP1065"
"SCP9271","CP6601"
"SCP9271","CP2829"
"SCP9272","CP26"
"SCP9273","CP51"
"SCP9276","CP19"
"SCP9277","CP21"
"SCP9279","CP57"
"SCP9280","CP149"
"SCP9280","CP5417"
"SCP9280","CP696"
"SCP9281","CP40"
"SCP9283","CP4390"
"SCP9283","CP7374"
"SCP9283","CP6882"
"SCP9286","CP1538"
"SCP9286","CP2795"
"SCP9286","CP4817"
"SCP9289","CP40"
"SCP9292","CP8142"
"SCP9292","CP6720"
"SCP9292","CP6043"
"SCP9294","CP63"
"SCP9296","CP5743"
"SCP9296","CP9201"
"SCP9296","CP3152"
"SCP9297","CP5745"
"SCP9297","CP4148"
"SCP9297","CP9370"
"SCP9302","CP6871"
"SCP9302","CP8511"
"SCP9302","CP5067"
"SCP9304","CP6788"
"SCP9304","CP6348"
"SCP9304","CP8114"
"SCP9305","CP6347"
"SCP9305","CP38"
"SCP9305","CP6609"
"SCP9306","CP4217"
"SCP9306","CP1281"
"SCP9306","CP1271"
"SCP9309","CP46"
"SCP9310","CP3632"
"SCP9310","CP7366"
"SCP9310","CP1189"
"SCP9313","CP6352"
"SCP9313","CP4243"
"SCP9313","CP9867"
"SCP9314","CP2706"
"SCP9314","CP1923"
"SCP9314","CP7634"
"SCP9315","CP58"
"SCP9317","CP5638"
"SCP9317","CP4068"
"SCP9317","CP575"
"SCP9318","CP5585"
"SCP9318","CP5610"
"SCP9318","CP2974"
"SCP9321","CP9455"
"SCP9321","CP2834"
"SCP9321","CP966"
"SCP9324","CP59"
"SCP9326","CP9149"
"SCP9326","CP4988"
"SCP9326","CP9368"
"SCP9331","CP11"
"SCP9332","CP8323"
"SCP9332","CP7609"
"SCP9332","CP515"
"SCP9333","CP7552"
"SCP9333","CP4001"
"SCP9333","CP7959"
"SCP9334","CP22"
"SCP9337","CP8467"
"SCP9337","CP6754"
"SCP9337","CP149"
"SCP9338","CP69"
"SCP9339","CP4276"
"SCP9339","CP249"
"SCP9339","CP3347"
"SCP9343","CP1"
"SCP9346","CP3"
"SCP9347","CP8815"
"SCP9347","CP9333"
"SCP9347","CP5564"
"SCP9348","CP54"
"SCP9352","CP17"
"SCP9355","CP34"
"SCP9356","CP30"
"SCP9357","CP30"
"SCP9361","CP29"
"SCP9363","CP8"
"SCP9366","CP36"
"SCP9367","CP25"
"SCP9368","CP9986"
"SCP9368","CP4999"
"SCP9368","CP4425"
"SCP9369","CP34"
"SCP9374","CP2347"
"SCP9374","CP690"
"SCP9374","CP2001"
"SCP9378","CP9965"
"SCP9378","CP9055"
"SCP9378","CP5430"
"SCP9382","CP5"
"SCP9383","CP3761"
"SCP9383","CP6260"
"SCP9383","CP2303"
"SCP9384","CP40"
"SCP9385","CP4581"
"SCP9385","CP5579"
"SCP9385","CP5564"
"SCP9389","CP8133"
"SCP9389","CP391"
"SCP9389","CP9196"
"SCP9390","CP3130"
"SCP9390","CP1205"
"SCP9390","CP6748"
"SCP9392","CP18"
"SCP9393","CP5425"
"SCP9393","CP6465"
"SCP9393","CP7804"
"SCP9395","CP28"
"SCP9398","CP9368"
"SCP9398","CP9060"
"SCP9398","CP8236"
"SCP9402","CP9189"
"SCP9402","CP3645"
"SCP9402","CP142"
"SCP9404","CP1342"
"SCP9404","CP3626"
"SCP9404","CP2264"
"SCP9405","CP4807"
"SCP9405","CP9734"
"SCP9405","CP7069"
"SCP9406","CP45"
"SCP9412","CP55"
"SCP9413","CP49"
"SCP9414","CP32"
"SCP9415","CP8328"
"SCP9415","CP90"
"SCP9415","CP4327"
"SCP9417","CP43"
"SCP9418","CP3790"
"SCP9418","CP8696"
"SCP9418","CP5554"
"SCP9419","CP7848"
"SCP9419","CP948"
"SCP9419","CP785"
"SCP9425","CP45"
"SCP9431","CP9680"
"SCP9431","CP2328"
"SCP9431","CP2291"
"SCP9433","CP12"
"SCP9435","CP787"
"SCP9435","CP5355"
"SCP9435","CP8527"
"SCP9436","CP5"
"SCP9437","CP33"
"SCP9438","CP62"
"SCP9439","CP5362"
"SCP9439","CP2757"
"SCP9439","CP4858"
"SCP9440","CP53"
"SCP9442","CP3767"
"SCP9442","CP13"
"SCP9442","CP2972"
"SCP9443","CP7405"
"SCP9443","CP3631"
"SCP9443","CP8574"
"SCP9446","CP8127"
"SCP9446","CP5295"
"SCP9446","CP304"
"SCP9454","CP9"
"SCP9457","CP9333"
"SCP9457","CP9594"
"SCP9457","CP595"
"SCP9460","CP12"
"SCP9466","CP47"
"SCP9467","CP12"
"SCP9472","CP8870"
"SCP9472","CP8173"
"SCP9472","CP245"
"SCP9473","CP7"
"SCP9476","CP7"
"SCP9480","CP3191"
"SCP9480","CP2513"
"SCP9480","CP8299"
"SCP9481","CP6347"
"SCP9481","CP971"
"SCP9481","CP9852"
"SCP9482","CP44"
"SCP9486","CP37"
"SCP9489","CP5899"
"SCP9489","CP5731"
"SCP9489","CP4285"
"SCP9490","CP37"
"SCP9491","CP2886"
"SCP9491","CP8531"
"SCP9491","CP6831"
"SCP9493","CP1985"
"SCP9493","CP5696"
"SCP9493","CP8268"
"SCP9495","CP9"
"SCP9497","CP15"
"SCP9498","CP874"
"SCP9498","CP7943"
"SCP9498","CP255"
"SCP9499","CP6075"
"SCP9499","CP1884"
"SCP9499","CP1644"
"SCP9504","CP40"
"SCP9506","CP1771"
"SCP9506","CP7776"
"SCP9506","CP1531"
"SCP9510","CP69"
"SCP9515","CP36"
"SCP9519","CP9858"
"SCP9519","CP3753"
"SCP9519","CP4471"
"SCP9523","CP1310"
"SCP9523","CP2606"
"SCP9523","CP234"
"SCP9531","CP9578"
"SCP9531","CP3720"
"SCP9531","CP6527"
"SCP9533","CP3739"
"SCP9533","CP1882"
"SCP9533","CP8348"
"SCP9535","CP14"
"SCP9536","CP24"
"SCP9537","CP12"
"SCP9541","CP2801"
"SCP9541","CP1045"
"SCP9541","CP425"
"SCP9542","CP41"
"SCP9543","CP13"
"SCP9545","CP6000"
"SCP9545","CP8920"
"SCP9545","CP2200"
"SCP9547","CP6199"
"SCP9547","CP6854"
"SCP9547","CP4524"
"SCP9548","CP13"
"SCP9551","CP4319"
"SCP9551","CP2076"
"SCP9551","CP2943"
"SCP9552","CP8241"
"SCP9552","CP4900"
"SCP9552","CP6435"
"SCP9559","CP5248"
"SCP9559","CP1083"
"SCP9559","CP2541"
"SCP9563","CP8094"
"SCP9563","CP9016"
"SCP9563","CP6246"
"SCP9564","CP8538"
"SCP9564","CP7007"
"SCP9564","CP8087"
"SCP9568","CP975"
"SCP9568","CP1610"
"SCP9568","CP4255"
"SCP9569","CP9002"
"SCP9569","CP3407"
"SCP9569","CP7662"
"SCP9571","CP60"
"SCP9572","CP59"
"SCP9577","CP5539"
"SCP9577","CP6782"
"SCP9577","CP5525"
"SCP9578","CP3773"
"SCP9578","CP4022"
"SCP9578","CP7927"
"SCP9579","CP46"
"SCP9581","CP5035"
"SCP9581","CP3906"
"SCP9581","CP1624"
"SCP9583","CP66"
"SCP9585","CP16"
"SCP9586","CP36"
"SCP9587","CP6"
"SCP9588","CP3039"
"SCP9588","CP5379"
"SCP9588","CP1841"
"SCP9589","CP59"
"SCP9591","CP19"
"SCP9592","CP5310"
"SCP9592","CP8816"
"SCP9592","CP7160"
"SCP9594","CP37"
"SCP9595","CP4"
"SCP9599","CP59"
"SCP9600","CP2473"
"SCP9600","CP8519"
"SCP9600","CP8827"
"SCP9601","CP32"
"SCP9608","CP57"
"SCP9612","CP23"
"SCP9613","CP2"
"SCP9614","CP54"
"SCP9617","CP6258"
"SCP9617","CP4536"
"SCP9617","CP2249"
"SCP9619","CP57"
"SCP9620","CP3763"
"SCP9620","CP3772"
"SCP9620","CP6831"
"SCP9621","CP1667"
"SCP9621","CP1088"
"SCP9621","CP185"
"SCP9622","CP36"
"SCP9623","CP66"
"SCP9624","CP6039"
"SCP9624","CP6025"
"SCP9624","CP6345"
"SCP9625","CP3376"
"SCP9625","CP7301"
"SCP9625","CP8916"
"SCP9634","CP59"
"SCP9637","CP34"
"SCP9639","CP4"
"SCP9640","CP9566"
"SCP9640","CP463"
"SCP9640","CP4127"
"SCP9641","CP6152"
"SCP9641","CP6298"
"SCP9641","CP7436"
"SCP9642","CP2276"
"SCP9642","CP9066"
"SCP9642","CP3949"
"SCP9646","CP7367"
"SCP9646","CP5938"
"SCP9646","CP7742"
"SCP9647","CP65"
"SCP9648","CP8"
"SCP9650","CP32"
"SCP9651","CP3027"
"SCP9651","CP3228"
"SCP9651","CP6491"
"SCP9660","CP3288"
"SCP9660","CP5532"
"SCP9660","CP6249"
"SCP9662","CP1"
"SCP9663","CP9405"
"SCP9663","CP3205"
"SCP9663","CP9846"
"SCP9664","CP151"
"SCP9664","CP1020"
"SCP9664","CP6532"
"SCP9669","CP57"
"SCP9670","CP4114"
"SCP9670","CP6223"
"SCP9670","CP9062"
"SCP9671","CP1500"
"SCP9671","CP1169"
"SCP9671","CP4184"
"SCP9672","CP5534"
"SCP9672","CP1793"
"SCP9672","CP8861"
"SCP9673","CP33"
"SCP9676","CP431"
"SCP9676","CP552"
"SCP9676","CP6728"
"SCP9686","CP5969"
"SCP9686","CP5398"
"SCP9686","CP6599"
"SCP9690","CP9"
"SCP9691","CP11"
"SCP9694","CP53"
"SCP9697","CP53"
"SCP9698","CP28"
"SCP9702","CP60"
"SCP9704","CP3978"
"SCP9704","CP1600"
"SCP9704","CP8647"
"SCP9705","CP59"
"SCP9708","CP8812"
"SCP9708","CP3287"
"SCP9708","CP5247"
"SCP9710","CP28"
"SCP9711","CP45"
"SCP9721","CP39"
"SCP9725","CP7772"
"SCP9725","CP8413"
"SCP9725","CP3038"
"SCP9733","CP5269"
"SCP9733","CP2447"
"SCP9733","CP2633"
"SCP9734","CP1738"
"SCP9734","CP3366"
"SCP9734","CP5998"
"SCP9742","CP27"
"SCP9745","CP5"
"SCP9749","CP31"
"SCP9750","CP1085"
"SCP9750","CP6310"
"SCP9750","CP2114"
"SCP9751","CP2983"
"SCP9751","CP6588"
"SCP9751","CP6559"
"SCP9753","CP8161"
"SCP9753","CP7172"
"SCP9753","CP4285"
"SCP9757","CP62"
"SCP9763","CP32"
"SCP9766","CP9760"
"SCP9766","CP6330"
"SCP9766","CP5279"
"SCP9767","CP5909"
"SCP9767","CP3448"
"SCP9767","CP8311"
"SCP9769","CP3"
"SCP9770","CP8"
"SCP9773","CP9"
"SCP9777","CP4021"
"SCP9777","CP8619"
"SCP9777","CP8530"
"SCP9780","CP7168"
"SCP9780","CP7371"
"SCP9780","CP7491"
"SCP9783","CP13"
"SCP9784","CP63"
"SCP9787","CP8725"
"SCP9787","CP8286"
"SCP9787","CP4843"
"SCP9788","CP1"
"SCP9792","CP9249"
"SCP9792","CP7910"
"SCP9792","CP3744"
"SCP9794","CP3842"
"SCP9794","CP8566"
"SCP9794","CP111"
"SCP9797","CP4107"
"SCP9797","CP5483"
"SCP9797","CP9838"
"SCP9801","CP48"
"SCP9803","CP5668"
"SCP9803","CP7482"
"SCP9803","CP7298"
"SCP9805","CP12"
"SCP9807","CP7372"
"SCP9807","CP4141"
"SCP9807","CP3049"
"SCP9809","CP9712"
"SCP9809","CP2644"
"SCP9809","CP9810"
"SCP9815","CP3352"
"SCP9815","CP1774"
"SCP9815","CP2653"
"SCP9817","CP2"
"SCP9822","CP6860"
"SCP9822","CP2485"
"SCP9822","CP9195"
"SCP9826","CP27"
"SCP9828","CP20"
"SCP9830","CP8900"
"SCP9830","CP3161"
"SCP9830","CP4829"
"SCP9831","CP4286"
"SCP9831","CP185"
"SCP9831","CP442"
"SCP9833","CP9944"
"SCP9833","CP9708"
"SCP9833","CP5949"
"SCP9834","CP3"
"SCP9838","CP4009"
"SCP9838","CP7203"
"SCP9838","CP2638"
"SCP9841","CP52"
"SCP9842","CP58"
"SCP9843","CP1242"
"SCP9843","CP5090"
"SCP9843","CP8017"
"SCP9845","CP3908"
"SCP9845","CP4989"
"SCP9845","CP384"
"SCP9849","CP7"
"SCP9853","CP4227"
"SCP9853","CP3599"
"SCP9853","CP1140"
"SCP9858","CP735"
"SCP9858","CP6289"
"SCP9858","CP857"
"SCP9862","CP1575"
"SCP9862","CP6225"
"SCP9862","CP9476"
"SCP9866","CP456"
"SCP9866","CP2472"
"SCP9866","CP8257"
"SCP9867","CP4614"
"SCP9867","CP6061"
"SCP9867","CP432"
"SCP9869","CP5056"
"SCP9869","CP593"
"SCP9869","CP3563"
"SCP9870","CP60"
"SCP9871","CP3178"
"SCP9871","CP9907"
"SCP9871","CP7420"
"SCP9872","CP8788"
"SCP9872","CP7806"
"SCP9872","CP8135"
"SCP9877","CP481"
"SCP9877","CP4003"
"SCP9877","CP1336"
"SCP9880","CP3101"
"SCP9880","CP4996"
"SCP9880","CP1462"
"SCP9881","CP4947"
"SCP9881","CP2726"
"SCP9881","CP5521"
"SCP9883","CP52"
"SCP9884","CP60"
"SCP9885","CP37"
"SCP9886","CP2272"
"SCP9886","CP8673"
"SCP9886","CP6528"
"SCP9887","CP7714"
"SCP9887","CP8543"
"SCP9887","CP9318"
"SCP9890","CP5220"
"SCP9890","CP2367"
"SCP9890","CP2394"
"SCP9891","CP3155"
"SCP9891","CP3163"
"SCP9891","CP498"
"SCP9898","CP5129"
"SCP9898","CP8798"
"SCP9898","CP6711"
"SCP9902","CP5738"
"SCP9902","CP4736"
"SCP9902","CP2008"
"SCP9906","CP5571"
"SCP9906","CP5311"
"SCP9906","CP8928"
"SCP9911","CP4549"
"SCP9911","CP545"
"SCP9911","CP5251"
"SCP9913","CP2474"
"SCP9913","CP9824"
"SCP9913","CP3677"
"SCP9915","CP6791"
"SCP9915","CP8567"
"SCP9915","CP6663"
"SCP9922","CP43"
"SCP9924","CP68"
"SCP9926","CP6394"
"SCP9926","CP1847"
"SCP9926","CP612"
"SCP9929","CP45"
"SCP9932","CP1242"
"SCP9932","CP733"
"SCP9932","CP1274"
"SCP9934","CP59"
"SCP9935","CP2638"
"SCP9935","CP9975"
"SCP9935","CP6505"
"SCP9941","CP43"
"SCP9944","CP5"
"SCP9953","CP7626"
"SCP9953","CP6767"
"SCP9953","CP5548"
"SCP9955","CP10"
"SCP9956","CP9235"
"SCP9956","CP4879"
"SCP9956","CP4072"
"SCP9957","CP69"
"SCP9960","CP70"
"SCP9961","CP9831"
"SCP9961","CP8538"
"SCP9961","CP4220"
"SCP9964","CP3916"
"SCP9964","CP6401"
"SCP9964","CP1211"
"SCP9965","CP7541"
"SCP9965","CP2083"
"SCP9965","CP8628"
"SCP9968","CP6121"
"SCP9968","CP7136"
"SCP9968","CP4311"
"SCP9969","CP9907"
"SCP9969","CP8824"
"SCP9969","CP3736"
"SCP9973","CP2092"
"SCP9973","CP7273"
"SCP9973","CP9532"
"SCP9977","CP50"
"SCP9980","CP4675"
"SCP9980","CP6007"
"SCP9980","CP2777"
"SCP9987","CP2221"
"SCP9987","CP9155"
"SCP9987","CP7900"
"SCP9991","CP66"
"SCP9996","CP12"
"SCP9997","CP44"
"SCP9999","CP2527"
"SCP9999","CP1512"
"SCP9999","CP2356"
"SCP10000","CP7867"
"SCP10000","CP1183"
"SCP10000","CP7202"
"SCP10005","CP9388"
"SCP10005","CP4025"
"SCP10005","CP8561"
"SCP10006","CP622"
"SCP10006","CP8028"
"SCP10006","CP5909"
"SCP10010","CP42"
"SCP10013","CP44"
"SCP10014","CP31"
"SCP10015","CP55"
"SCP10020","CP16"
"SCP10023","CP7"
"SCP10030","CP57"
"SCP10038","CP36"
"SCP10040","CP4395"
"SCP10040","CP1180"
