RA_ID,RA_RISK,RA_DESC,RA_LIKELIHOOD,RA_IMPACT,RA_MITIGATED
RA_ID1090,Low,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)9",Low,Low,Y
RA_ID1091,Medium,The mechanical pump shall not allow reverse flow from the patient into the pump.9,Medium,Low,Y
RA_ID1092,Medium,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.9",Medium,Low,Y
RA_ID1093,Low,The control panel must display currently-programmed patient data and physician’s prescription.9,Low,Low,Y
RA_ID1094,Low,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.9,Low,Low,Y
RA_ID1095,High,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.9,Low,High,Y
RA_ID1096,Medium,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.9",Medium,Low,Y
RA_ID1097,High,Alarms shall be issued in order of occurrence.9,Low,Low,Y
RA_ID1098,Medium,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication9",Medium,Low,Y
RA_ID1099,High,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.9",Low,High,Y
RA_ID1100,Low,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.9,Medium,High,Y
RA_ID1101,Low,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow9",Medium,Low,Y
RA_ID1102,Medium,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.9,High,Low,Y
RA_ID1103,Low,Component failure must not harm patient (beyond stopping function).9,Low,Low,Y
RA_ID1104,Low,The PCA pump shall have a start button.9,Low,Low,Y
RA_ID1105,Medium,The PCA pump shall detect downstream occlusion.9,Medium,Catastrophic,Y
RA_ID1106,Low,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.9",Low,Low,Y
RA_ID1107,Medium,The PCA pump shall detect air-in-line embolism (bubble).9,Low,Catastrophic,Y
RA_ID1108,Low,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.9,Low,High,Y
RA_ID1109,Medium,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.9,Low,High,Y
RA_ID1110,Low,Patient-requested bolus delivery shall be immediately halted when alarms sound.9,Medium,Low,Y
RA_ID1111,Low,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.9,Low,Low,Y
RA_ID1112,Medium,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).9",Medium,Low,Y
RA_ID1113,Low,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.9,Low,High,Y
RA_ID1114,Medium,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.9,High,Catastrophic,Y
RA_ID1115,Low,sound of audible alarm9,Low,Catastrophic,Y
RA_ID1116,Low,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated9",Medium,High,Y
RA_ID1117,Medium,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.9",Low,Low,Y
RA_ID1118,Low,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.9,Medium,Low,N
RA_ID1119,Low,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.9",Low,Low,Y
RA_ID1120,Low,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow9",Low,Low,Y
RA_ID1121,High,The scanner shall read and authenticate information from the drug’s package label9,High,Low,Y
RA_ID1122,Medium,The scanner shall read and authenticate information from the clinician’s badge9,Low,Low,Y
RA_ID1123,Low,The PCA pump shall have a stop button9,High,Low,Y
RA_ID1124,High,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.9",Low,Low,Y
RA_ID1125,Medium,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.9",Medium,Low,Y
RA_ID1126,Low,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.9,Low,Low,N
RA_ID1127,Low,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.9,Low,Low,Y
RA_ID1128,High,The PCA pump shall use a physician’s prescription as device parameters.9,Low,Low,Y
RA_ID1129,Low,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.9",Low,High,Y
RA_ID1130,Low,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.9",Low,Low,Y
RA_ID1131,Low,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.9,Medium,Low,Y
RA_ID1132,Low,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist9",High,Low,N
RA_ID1133,Low,Clinician-requested bolus delivery shall be immediately halted when alarms sound.9,High,Low,N
RA_ID1134,Low,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.9,Low,Low,Y
RA_ID1135,Low,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.9",Medium,Low,Y
RA_ID1136,Low,The Control Panel shall provide means to cancel alarm signal inactivation.9,Medium,Low,Y
RA_ID1137,Low,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.9,Medium,Low,Y
RA_ID1138,Medium,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions9",Medium,High,Y
RA_ID1139,Medium,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).9,Low,Catastrophic,Y
RA_ID1140,Low,The scanner shall read and authenticate information from the patient’s wristband9,Medium,Catastrophic,Y
RA_ID1141,Low,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.9,Low,Catastrophic,Y
RA_ID1142,Low,All materials that contact fluid shall be biocompatible9,Low,Catastrophic,Y
RA_ID1143,Medium,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.9",Low,Catastrophic,Y
RA_ID1144,Medium,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.9,Low,Catastrophic,Y
RA_ID1145,Medium,The fault log shall record at least 1000 faults before overwriting oldest fault records first.9,Low,Low,Y
RA_ID1146,Low,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized9,Low,Low,Y
RA_ID1147,High,–removed all Rx entry via scanner9,Medium,Low,Y
RA_ID1148,Low,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown9",Low,Low,Y
RA_ID1149,Medium,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)9,Low,Catastrophic,Y
RA_ID1150,Medium,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop9",Low,Low,Y
RA_ID1151,Low,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.9,Low,Catastrophic,Y
RA_ID1152,Medium,The PCA pump must not leak current greater than 10 mA9,Medium,Low,N
RA_ID1153,Low,"–requirement removed, Rx read from drug container by scanner9",Medium,High,Y
RA_ID1154,Medium,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)9,Low,Catastrophic,Y
RA_ID1155,Low,The PCA pump shall issue alarms and warnings that require clinician attention.9,Low,Low,Y
RA_ID1156,High,"–removed, must scan Rx from label of drug container9",Low,Low,Y
RA_ID1157,Low,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.9,Low,Low,Y
RA_ID1158,Low,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.9",High,Low,Y
RA_ID1159,Low,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops9",Low,High,Y
RA_ID1160,Low,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.39,High,Low,N
RA_ID1161,Medium,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE10",Medium,Low,Y
RA_ID1162,Medium,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist10",Medium,Low,Y
RA_ID1163,Low,A real-time clock must produce timestamps accurate to 10 ms.10,Low,Low,Y
RA_ID1164,Medium,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.10",Low,Low,Y
